Artist Name,Popularity,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
◊ï◊ô◊™◊®◊™◊ô,10,378,895,7.0,-3922,1,151,303,405,122225,156813.0,4,Blues
Hole,67,438,905,9.0,-6161,1,0.0419,363,723,134163,162667.0,4,Blues
Vulfpeck,56,782,825,11.0,-8605,0,0.0436,0.1,917,98273,177792.0,4,Country
Rochelle Jordan,35,724,755,1.0,-5936,1,0.08,89,589,115029,203425.0,4,Indie
Disturbed,56,579,973,5.0,-2152,0,0.09,226,677,116025,237347.0,4,Bollywood
PUP,42,278,962,8.0,-5284,0,112,0.32,322,169921,201547.0,4,Blues
Queens of the Stone Age,54,549,0.79,1.0,-4781,1,0.0343,691,0.43,110.79,216013.0,4,Bollywood
Blacktop Mojo,53,0.49,678,5.0,-4679,0,0.0253,0.0838,181,77014,265477.0,4,Bollywood
Ethan Tasch,42,548,543,11.0,-7309,1,0.0315,107,584,80979,134780.0,4,Indie
God Is An Astronaut,40,391,684,2.0,-11.35,1,0.0302,0.0913,283,107074,364048.0,4,Bollywood
The GOASTT (The Ghost Of A Saber Tooth Tiger),33,0.44,881,5.0,-3357,1,0.0462,682,218,157987,258907.0,4,Bollywood
Daughtry,58,188,844,1.0,-4223,0,67,0.0855,216,159336,235013.0,4,Bollywood
Blood Lemon,17,444,756,5.0,-8034,1,0.0544,101,397,109592,272333.0,4,Bollywood
LOSER,27,374,815,8.0,-4498,1,0.0374,287,501,172099,184890.0,4,Bollywood
Japandroids,37,167,953,7.0,-2919,1,0.0694,0.0941,0.46,145.06,260867.0,4,Blues
John Conlee,,792,605,7.0,-8008,1,0.0462,0.0439,899,128789,2.71845,4,HipHop
Ducks Ltd.,22,505,837,7.0,-6843,1,0.0278,368,635,152039,200040.0,4,Bollywood
K.Flay,61,696,0.83,8.0,-4866,1,146,171,677,138057,147562.0,4,Country
The Beatles,,425,369,4.0,-11876,1,0.0379,112,0.65,176625,2.07821667,3,Rock
Dawn Landes,5,498,167,,-16381,1,0.0282,136,352,85.35,3.03956667,4,Rock
Fiddlehead,41,372,984,4.0,-5835,0,0.0628,346,267,164989,257468.0,4,Bollywood
Jack Curley,51,663,649,8.0,-6936,0,0.0296,113,594,137955,198890.0,4,Country
The Rolling Stones,,637,847,,-8.18,1,33,0.0806,964,128613,228667.0,4,Indie
The Paul Butterfield Blues Band,24,241,634,3.0,-9.43,1,44,0.0953,375,151263,548270.0,3,Bollywood
Unleash The Archers,42,433,985,11.0,-6361,0,173,367,0.0891,134999,404093.0,4,Instrumental
Aretha Franklin,56,749,752,7.0,-10.3,1,126,235,887,104.7,193573.0,4,Alt_Music
Gravemind,33,394,988,3.0,-2852,1,174,412,251,160066,247412.0,4,Instrumental
Late Bloomer,24,178,684,,-6301,1,0.0415,172,283,201324,201333.0,4,Blues
The Black Crowes,60,411,978,10.0,-3801,0,0.0532,0.0782,353,160478,322640.0,4,Bollywood
Anup Sastry,40,411,977,5.0,-4.47,0,202,0.11,388,185129,304865.0,4,Instrumental
Def Leppard,58,456,419,2.0,-10594,1,0.0247,178,425,146148,256486.0,4,Bollywood
St. Vincent,59,677,826,9.0,-6.8,1,368,571,498,124821,183880.0,4,Country
Slayyyter,54,332,789,8.0,-4788,0,0.0791,0.0588,276,81706,218586.0,4,Bollywood
Fleetwood Mac,41,733,212,7.0,-13685,1,0.0292,0.0742,498,84.46,274667.0,4,Bollywood
Saxon,51,362,797,3.0,-8824,0,0.0424,0.0668,753,107249,242573.0,4,Instrumental
Bullet For My Valentine,64,214,931,7.0,-3347,0,143,0.0797,233,162115,348387.0,4,Instrumental
We Three Trio,43,708,188,,-19226,1,0.0504,106,469,76522,2.643466667,4,Acoustic/Folk
Catfish and the Bottlemen,56,652,302,6.0,-9949,1,0.0328,153,398,129902,138154.0,4,Bollywood
Westlife,,517,486,11.0,-6274,1,0.0267,143,0.28,109024,4.323333333,3,Country
CLUBZ,52,588,783,5.0,-5788,0,0.0421,101,876,79496,183813.0,4,Blues
Sure Sure,63,802,325,10.0,-9327,1,0.0466,156,648,110995,246200.0,4,Blues
Bella Poarch,90,855,463,3.0,-7454,1,0.0367,347,866,102931,2.046216667,4,Country
The Primitives,51,375,0.6,11.0,-9313,1,33,759,916,169976,151693.0,4,Indie
Boys Night Out,36,256,968,2.0,-4597,1,346,311,246,190928,240147.0,5,Bollywood
Run‚ÄìD.M.C.,48,0.83,907,1.0,-8508,1,0.2,358,757,95263,167880.0,4,Alt_Music
Noname,62,531,546,6.0,-10936,0,372,379,0.7,92.06,162437.0,4,Indie
Suede,50,536,985,8.0,-4982,0,0.0395,369,826,99082,230867.0,4,Blues
The Goo Goo Dolls,53,589,633,7.0,-5.15,1,0.0235,172,479,84063,174374.0,3,Bollywood
Clay and Friends,42,837,646,5.0,-7675,1,309,251,492,115041,194812.0,4,Blues
Carl Perkins,55,548,675,4.0,-7318,0,0.0364,297,965,168891,134446.0,4,Bollywood
Deep Purple,67,307,909,9.0,-7.08,0,0.0574,125,443,173674,366136.0,4,Bollywood
Gossip,55,697,919,7.0,-6174,1,29,203,943,118341,256400.0,4,Indie
Gary Numan,64,545,578,2.0,-8745,1,0.0406,0.0692,819,128038,238907.0,4,Blues
bennytheghost,54,602,516,2.0,-7575,0,0.0533,214,337,140057,193448.0,4,Blues
Bread,63,553,506,4.0,-13271,0,46,438,0.51,143278,3.77021667,4,Rock
Bauhaus,42,0.48,438,11.0,-13568,0,0.0821,424,323,141996,221707.0,4,Bollywood
Roy Hall,7,651,676,5.0,-4224,0,0.0522,148,779,175366,148640.0,4,Bollywood
Janis Joplin,32,497,0.5,7.0,-10225,1,0.0543,687,626,132526,316800.0,4,Bollywood
Mosh Ben Ari,40,539,0.48,11.0,-11833,0,0.0705,259,475,88883,186928.0,4,Country
Sharon Roter,20,353,321,5.0,-11.44,1,0.0306,124,171,139405,423293.0,4,Bollywood
Orchards,46,617,901,7.0,-6637,1,0.0747,202,583,108017,185833.0,4,Instrumental
Heartlay,38,498,903,7.0,-3521,1,0.0442,134,254,95058,252000.0,4,Instrumental
Gossip,29,641,939,2.0,-7822,1,0.0571,0.0777,0.0963,128015,412603.0,4,Blues
Floor Jansen,44,485,835,8.0,-4173,1,0.0312,0.0467,366,136909,217600.0,4,Instrumental
Jilted John,42,351,883,,-6952,1,0.0562,499,0.88,195666,175400.0,4,Blues
AC/DC,83,0.31,0.7,9.0,-5678,1,47,0.0828,763,188386,4.25821667,4,Bollywood
Dermot Kennedy,62,0.48,418,11.0,-9622,0,0.0312,0.11,319,132404,294000.0,4,Country
HORSKH,35,556,939,1.0,-4.56,1,86,638,307,134987,185187.0,4,Instrumental
Colleen,35,521,517,8.0,-18555,0,42,0.0961,525,183978,296973.0,4,Blues
Afterlife,43,508,855,4.0,-7552,1,0.0619,389,631,153916,204032.0,4,Bollywood
Noah Cyrus,62,561,299,9.0,-11392,1,0.0315,357,107,123.92,309360.0,4,Country
Arlo Parks,58,618,0.75,5.0,-6938,0,0.0641,431,864,88179,197525.0,4,Blues
Malena Villa,44,792,724,3.0,-5872,0,0.0442,151,667,120005,177818.0,4,Blues
Focalistic,59,883,533,10.0,-12851,0,0.0547,0.0731,0.2,112017,328766.0,4,Country
Colter Wall,66,625,319,6.0,-12119,0,0.0805,0.0921,438,127799,236027.0,4,Pop
Jack Johnson,75,871,346,5.0,-9481,1,0.0522,108,659,110054,207680.0,4,Country
Polo G,40,752,563,3.0,-8066,0,209,103,551,145.05,178776.0,4,Alt_Music
Static-X,45,486,986,6.0,-6466,1,0.0683,342,531,155.65,161893.0,4,Instrumental
shame,43,447,923,11.0,-4636,0,0.0669,171,683,131552,187627.0,4,Blues
Vas,38,547,571,9.0,-10075,1,0.0457,96,694,176191,383160.0,4,Instrumental
DREAMERS,54,681,792,2.0,-3441,1,131,234,648,97966,199484.0,4,Bollywood
Gaye Su Akyol,36,595,719,6.0,-10105,1,0.0801,113,405,99953,320864.0,4,Bollywood
Negative Gemini,34,594,959,1.0,-9.86,1,0.0366,115,505,100788,297143.0,4,Blues
Marquise Knox,34,682,512,11.0,-8003,1,0.0797,176,722,104247,280573.0,4,Pop
Alabama,52,583,456,5.0,-19116,1,0.0578,556,639,131815,4.377116667,4,HipHop
ALESTI,40,161,973,4.0,-3553,0,142,0.0931,216,93699,217520.0,3,Bollywood
Fontaines D.C.,45,0.5,947,4.0,-3602,1,0.0452,205,966,181834,105516.0,4,Indie
Chris Stapleton,57,555,505,1.0,-7334,0,0.0333,148,293,117481,309853.0,4,Country
Courtney Marie Andrews,24,542,387,7.0,-9294,1,0.0301,102,326,128792,235067.0,4,Pop
Dark Sarah,34,349,936,9.0,-6301,0,0.0765,427,209,165024,388624.0,4,Instrumental
Drake,83,809,463,11.0,-11377,1,0.0396,109,364,111.98,298941.0,4,Country
Hellripper,29,149,997,1.0,-2349,0,0.16,0.0732,0.0954,91447,295507.0,4,Instrumental
Brownsville Station,48,575,756,2.0,-9414,1,0.0544,0.0755,844,127434,176453.0,4,Pop
"Ennio Morricone, Raphaela Gromes, Julian Riem",42,241,0.0532,10.0,-21302,1,0.0439,141,125,66053,2.725166667,4,Acoustic/Folk
Pyrex Pryce,37,495,623,2.0,-9041,1,0.4,124,421,71912,146730.0,4,Alt_Music
Daze of June,33,188,971,1.0,-3106,0,121,0.0733,358,86666,252927.0,3,Instrumental
Eddie Money,69,608,768,1.0,-9911,1,0.0364,0.0942,748,132699,211160.0,4,Bollywood
The Greenhornes,40,699,521,11.0,-6734,0,0.0268,133,793,107053,184893.0,4,Country
Dreamshade,41,0.56,946,7.0,-6106,1,0.0816,312,334,114989,198267.0,4,Instrumental
elegant slims,46,0.52,815,11.0,-4758,0,0.0488,89,466,91972,199387.0,4,Indie
Myles Kennedy,40,408,906,7.0,-4594,1,106,329,454,135051,227200.0,4,Pop
Tony Spinner,12,549,824,6.0,-5896,1,0.0403,0.0467,778,170016,291720.0,4,Pop
Ninet Tayeb,38,233,373,9.0,-6771,0,0.0275,135,274,73755,238005.0,4,Country
Curtis Harding,60,713,0.8,7.0,-5938,0,0.0349,0.0921,814,139942,177200.0,4,Pop
Alice Cooper,32,565,938,9.0,-2027,0,0.0522,337,721,121.98,185066.0,4,Bollywood
Fleetwood Mac,28,0.51,683,9.0,-9015,1,0.0383,311,963,121018,169693.0,4,Pop
Biig Piig,45,616,627,11.0,-9806,1,167,189,237,159864,185400.0,4,Blues
Oh No! Yoko,26,551,921,,-4.37,1,0.0437,174,495,94986,138892.0,4,Bollywood
Coldplay,82,209,417,3.0,-8.74,1,0.0338,113,124,138178,295533.0,4,Country
Ferdinand Eisner,42,532,117,4.0,-16777,0,0.0548,112,182,118955,2.678666667,4,Acoustic/Folk
The Strokes,68,374,922,,-3.4,1,56,0.28,393,153217,293360.0,4,Bollywood
Billy Idol,60,545,647,9.0,-9693,1,0.0404,159,552,85.76,297427.0,4,Bollywood
Bernard Allison,31,177,724,7.0,-9536,1,0.0487,958,657,144803,446207.0,4,Pop
"John Tavener, Nicola Benedetti, London Philharmonic Orchestra, Andrew Litton",,123,0.0155,10.0,-22164,1,0.0479,107,43,96884,6.796666667,4,Acoustic/Folk
Polo G,74,753,659,8.0,-9671,1,416,98,459,146022,116256.0,4,Alt_Music
Tedeschi Trucks Band,39,307,381,4.0,-12349,1,0.0408,962,234,150358,623387.0,4,Bollywood
Rodney Crowell,51,538,838,4.0,-7613,0,0.0383,0.0875,936,157041,163307.0,4,Bollywood
Eden Ben Zaken,44,292,451,3.0,-7028,0,0.0332,109,366,183739,262500.0,3,Country
Alexi Murdoch,53,438,319,2.0,-15969,1,0.0305,106,529,88446,297307.0,4,Country
CAN,35,703,664,7.0,-17789,0,0.0797,108,597,148718,570613.0,4,Bollywood
blink-182,64,429,974,,-5136,1,0.0899,164,0.33,110373,165373.0,4,Bollywood
Arcade Fire,48,573,642,8.0,-7239,1,0.0279,105,0.49,120753,301400.0,4,Indie
Caleb Landry Jones,31,339,725,9.0,-4506,1,0.0642,301,689,180379,204653.0,4,Indie
"Christone ""Kingfish"" Ingram",44,645,496,9.0,-7178,0,0.0479,107,0.5,81.05,264812.0,4,Pop
Michele Leao,47,612,0.0917,9.0,-18.88,1,0.0764,111,333,117981,3.095833333,3,Acoustic/Folk
Beyonc√©,68,426,584,1.0,-5293,1,296,192,272,193438,192587.0,4,Country
Land of Talk,31,0.36,679,1.0,-8924,0,0.0432,0.0998,369,148049,219606.0,4,Indie
Carlos Cipa,48,326,0.00395,7.0,-34378,0,0.0355,0.0775,195,104609,197507.0,3,Blues
Chris Stapleton,69,616,474,10.0,-9608,1,0.0266,0.0989,493,142689,3.502216667,4,HipHop
Aaron Lewis,9,595,667,6.0,-6442,1,34,109,275,121943,283347.0,4,Bollywood
Montgomery Gentry,63,645,693,,-6481,1,0.0344,175,553,97555,4.276666667,4,HipHop
Moshe Peretz,25,617,895,3.0,-4207,0,0.0497,598,471,134972,260458.0,4,Country
Moshe Peretz,23,636,897,6.0,-1871,1,0.0379,335,656,127908,234000.0,4,Country
Cid Rim,38,696,0.63,5.0,-6691,1,0.0664,294,497,95035,209817.0,4,Blues
Dream State,47,0.47,862,6.0,-5494,0,112,59,473,162226,222836.0,4,Bollywood
Ehud Banai,34,678,676,4.0,-11606,1,0.0295,0.0346,944,130108,295000.0,4,Bollywood
Meadowpoints,58,625,106,5.0,-20976,1,0.0351,0.0879,0.0785,111309,3.74175,4,Acoustic/Folk
Dust Bolt,21,0.22,0.97,3.0,-3589,1,0.0646,339,431,145036,316930.0,4,Instrumental
TamaRadah,19,691,822,,-7805,0,101,261,733,118981,186750.0,4,Bollywood
Harvey Danger,41,534,607,9.0,-5097,0,0.0325,147,586,128392,195560.0,4,Bollywood
The Blues Magoos,38,398,864,10.0,-8199,1,0.0492,0.0985,782,148.47,135747.0,4,Blues
The Pineapple Thief,37,481,818,11.0,-10824,0,0.0325,129,559,92008,275856.0,3,Instrumental
999,32,532,675,,-8526,1,0.0606,0.0765,483,142091,214093.0,4,Indie
Westlife,,512,656,5.0,-4882,1,0.0321,111,247,135923,3.927116667,4,Country
"Shaarib Toshi, Arijit Singh",60,465,551,7.0,-6.58,1,0.0362,109,415,89459,3.077766667,4,Metal
Coheed and Cambria,47,337,976,2.0,-3654,1,141,0.0984,494,82.22,287867.0,4,Bollywood
Amen,33,316,994,2.0,-3255,1,344,144,0.0398,153466,138893.0,4,Instrumental
Metallica,67,256,924,7.0,-6685,1,113,114,0.28,113574,417227.0,4,Instrumental
This Mortal Coil,55,215,0.24,10.0,-12597,1,0.0407,135,0.0892,128729,211093.0,5,Blues
Stone Sour,48,537,415,6.0,-7996,1,0.0263,386,421,139964,267400.0,4,Bollywood
Lonely God,40,734,496,7.0,-9517,1,0.0634,412,496,99904,145200.0,4,Country
Jimbo J,34,594,733,7.0,-6742,1,0.37,439,741,121806,177640.0,4,Alt_Music
Defocus,32,438,992,1.0,-3754,1,135,441,129,104953,197040.0,4,Instrumental
Earth Dad,23,699,539,1.0,-9335,0,0.0293,0.0953,454,150018,178400.0,4,Blues
Esteban Delano,49,479,0.0572,4.0,-19814,0,0.0687,0.0986,0.21,105864,2.465783333,3,Acoustic/Folk
Snapcase,39,423,958,6.0,-4167,1,0.0984,376,559,98286,153587.0,4,Instrumental
Pigeons Playing Ping Pong,17,594,675,10.0,-9939,0,0.0504,144,965,97725,402667.0,4,Bollywood
Jimmie Vaughan,30,738,695,7.0,-5593,0,0.0599,174,774,116681,223533.0,4,Pop
10k.Caash,18,889,345,,-7957,1,521,443,742,120993,146756.0,4,Alt_Music
Blues Pills,36,234,938,11.0,-2.49,0,116,225,0.52,176989,278468.0,4,Bollywood
Dudu Aharon,14,707,939,,-2193,0,0.0337,0.0868,934,121957,175667.0,4,Country
Midival Punditz,34,778,436,2.0,-11007,1,0.0297,128,399,123998,417427.0,4,Blues
King King,39,619,779,9.0,-5582,0,31,165,516,109052,209760.0,4,Pop
Bloc Party,54,0.49,963,1.0,-3755,0,148,55,317,152029,216613.0,4,Blues
The Apples In Stereo,43,199,866,6.0,-4.88,1,0.0926,435,684,209905,210693.0,4,Bollywood
David Finck,39,668,224,,-18794,0,0.0385,0.0977,511,81472,3.648733333,4,Acoustic/Folk
Lissie,39,655,127,5.0,-11036,1,0.0467,105,436,150407,2.9844,4,Rock
LUI HILL,39,804,0.78,,-6222,1,119,379,619,116.01,189408.0,4,Blues
Rexx Life Raj,40,754,473,11.0,-8884,0,0.4,0.0872,148,143.87,206759.0,4,Alt_Music
The Monkees,5,789,185,7.0,-16.84,1,0.0676,121,0.47,120257,183052.0,4,Bollywood
S√≥lstafir,38,277,571,2.0,-7954,0,0.0397,326,157,119821,532352.0,4,Instrumental
Deftones,55,281,665,4.0,-5003,1,0.0651,109,195,147122,207752.0,4,Bollywood
Rema,42,757,602,7.0,-7.58,1,0.0434,0.0698,472,103985,291389.0,4,Country
Sutej Singh,15,212,623,1.0,-7984,1,0.0395,84,151,120038,547187.0,4,Blues
Bo Burnham,73,247,442,6.0,-8703,1,41,0.0655,261,62952,3.547683333,4,Country
"Patsy Cline, The Jordanaires",62,0.54,0.0568,10.0,-20508,1,0.0351,0.12,506,111791,2.85555,4,HipHop
Molchat Doma,75,484,749,1.0,-4176,1,0.0687,105,468,160006,141395.0,4,Blues
Elvis Costello,58,557,0.32,1.0,-10792,0,0.0438,112,377,176647,204533.0,4,Indie
Elliott Smith,64,522,74,7.0,-23625,0,0.0598,108,342,135298,141280.0,3,Blues
JDM Global,26,727,801,10.0,-6562,1,0.0307,0.0838,928,121032,167603.0,4,Country
Taake,39,111,994,11.0,-4578,0,149,0.0633,0.0358,155106,333893.0,4,Instrumental
Shores Of Null,30,0.4,718,,-6308,1,0.0315,185,114,80014,336750.0,4,Instrumental
Jos√© Gonz√°lez,57,516,243,2.0,-11832,1,0.0319,0.0999,204,97526,235773.0,4,Indie
Nirvana,57,341,964,11.0,-5327,0,107,151,459,152192,156427.0,4,Bollywood
The Ting Tings,54,852,927,7.0,-4497,1,0.0581,54,887,107993,171227.0,4,Blues
The Vaccines,64,353,866,2.0,-3274,1,0.0392,295,544,165215,174013.0,4,Blues
Moshe Peretz,35,802,738,11.0,-6.08,0,0.0363,0.0781,428,128021,195527.0,4,Country
Aretha Franklin,46,517,375,7.0,-11527,1,0.0341,458,306,118391,237067.0,3,Alt_Music
Higo,41,814,712,8.0,-6225,0,277,0.0719,929,110.15,151898.0,4,Country
The Grogans,38,434,926,2.0,-7418,1,0.0556,0.0895,545,156977,223163.0,4,Bollywood
Dudu Aharon,24,0.6,879,4.0,-3.43,0,129,96,697,169977,198360.0,4,Country
Royal & the Serpent,75,804,323,,-11127,0,305,0.15,456,87019,159293.0,4,Country
Robert Lowe,48,513,137,2.0,-19288,1,0.0564,109,685,141063,3.002083333,4,Acoustic/Folk
Soulwax,45,0.58,0.91,10.0,-5942,0,0.0316,0.0937,344,112816,326387.0,4,Blues
"Frederick Delius, English Chamber Orchestra, Benjamin Britten",13,0.0918,108,2.0,-22925,0,0.0444,296,0.0327,86707,2806,4,Acoustic/Folk
Shadecrown,24,0.19,0.81,9.0,-8837,0,53,104,0.0456,121991,351506.0,4,Instrumental
Shadow and Light,,531,553,7.0,-10379,0,0.04,112,357,171962,4.616283333,4,Rock
Shemekia Copeland,13,771,825,7.0,-4103,1,0.0828,99,821,94038,206053.0,4,Pop
"Dmitri Shostakovich, Sheku Kanneh-Mason, City Of Birmingham Symphony Orchestra, Mirga Gražinytė-Tyla",37,124,0.0632,9.0,-25258,0,0.0521,108,0.0361,82475,5.056183333,4,Acoustic/Folk
Kurtis Blow,47,818,0.67,11.0,-13912,0,0.0757,0.31,917,112704,469267.0,4,Alt_Music
Pocket,40,673,704,4.0,-7381,0,0.0559,0.68,0.0965,136999,231241.0,4,Blues
Powerman 5000,53,533,977,8.0,-1547,0,113,241,541,147814,194173.0,4,Instrumental
Peter Murphy,56,634,806,4.0,-10725,0,0.0398,104,804,134473,327133.0,4,Bollywood
Unghetto Mathieu,68,626,734,1.0,-3.96,0,331,285,692,130427,181015.0,4,Country
GAUPA,43,312,634,6.0,-6839,1,0.0307,103,0.0788,130424,447681.0,4,Instrumental
Claud,53,816,625,,-6477,1,0.0391,0.0935,855,126022,206882.0,4,Blues
Sonic Youth,54,345,913,7.0,-5346,1,0.0471,0.0756,357,134965,357693.0,4,Bollywood
Charli Baltimore,35,831,635,9.0,-10896,1,281,142,799,98116,284867.0,4,Alt_Music
Richard Pryor,22,531,674,8.0,-12158,1,955,908,468,78778,101773.0,3,Alt_Music
Ariel Posen,30,719,591,7.0,-6855,1,0.0294,0.18,573,89011,250253.0,4,Pop
WuW,26,253,845,2.0,-6982,0,0.0656,101,164,114235,431253.0,3,Instrumental
Lizzie No,42,473,287,9.0,-10359,1,0.0272,0.17,353,82796,3626,4,Rock
Halestorm,55,514,866,,-3657,1,0.0449,0.17,0.45,159973,177547.0,4,Bollywood
Manolo Escobar,32,583,503,7.0,-5419,0,0.0348,0.0779,763,117.49,203173.0,4,Country
Lil Peep,84,585,471,4.0,-9934,0,0.0616,115,323,93099,142000.0,4,Alt_Music
Mohammed Rafi,1,312,584,7.0,-9241,0,0.0699,0.0736,714,183201,2.157783333,3,Metal
Dudu Tassa,47,607,333,7.0,-8303,0,0.0307,0.0895,416,143304,182480.0,4,Bollywood
Grace Pettis,36,435,0.51,,-6074,1,0.0363,183,409,85635,201235.0,4,Indie
Shemekia Copeland,18,751,732,1.0,-6825,0,0.0462,719,909,109021,229973.0,4,Pop
Catfish and the Bottlemen,48,677,304,6.0,-11669,0,36,113,0.0659,113889,171533.0,4,Bollywood
Wake up Frankie,31,527,0.96,1.0,-6097,1,0.0708,281,316,125047,263987.0,4,Instrumental
ILLENIUM,74,526,667,9.0,-5451,1,0.0437,321,0.43,155085,165779.0,4,Alt_Music
Cut Worms,43,487,0.57,5.0,-9199,1,0.0294,152,864,150184,277261.0,4,Blues
Arrested Youth,53,544,574,,-8363,0,0.0299,214,0.0902,100059,188529.0,4,Bollywood
Papa Roach,43,591,805,,-3995,1,0.0598,259,243,150229,195200.0,4,Bollywood
Tom Morello,47,405,841,10.0,-5023,0,67,305,432,89033,312263.0,4,Bollywood
"Now, Now",38,677,772,10.0,-7085,0,0.0359,0.0927,727,123981,232360.0,4,Blues
Scattered Hamlet,27,467,937,1.0,-3978,0,0.0459,0.0722,781,164101,214555.0,4,Bollywood
21 Savage,71,754,817,2.0,-5283,1,254,379,269,142783,177280.0,4,Alt_Music
No Love For The Middle Child,42,571,654,9.0,-6342,0,0.0314,194,383,74987,196437.0,4,Indie
Jerry Lee Lewis,58,377,626,,-9662,1,33,188,678,161468,2.87333333,4,Bollywood
Sarit Hadad,35,333,407,5.0,-5.16,1,0.0278,167,243,135717,307187.0,4,Country
Jade Macrae,37,516,401,8.0,-8017,1,0.0284,0.0903,274,95909,435427.0,3,Pop
Aric Lavie,37,334,584,,-8.52,1,0.0328,0.17,261,94278,241907.0,4,Bollywood
Lenny Kravitz,73,619,0.67,11.0,-10322,0,0.0353,331,777,129269,211933.0,4,Bollywood
"A.R. Rahman, S. P. Balasubrahmanyam, K. S. Chithra",56,0.64,295,5.0,-16357,1,0.0397,0.0804,107,121903,5.33355,4,Metal
Lilly Wood and The Prick,,756,587,,-7525,1,0.0335,0.0993,531,125015,243133.0,4,Blues
Joe Louis Walker,10,757,645,7.0,-10069,0,0.0803,469,893,121091,410360.0,4,Pop
Sigala,65,0.68,0.85,10.0,-2785,1,0.0661,339,0.71,124942,202213.0,4,Country
Arrested Development,61,843,508,10.0,-13918,1,221,648,704,91094,298773.0,4,Alt_Music
Glass Animals,54,597,225,9.0,-11588,0,0.0318,142,119,88956,183748.0,4,Blues
Dylan Fraser,42,608,571,2.0,-7926,1,0.0662,112,568,133858,208722.0,4,Blues
"Bickram Ghosh, Kala Ramnath, Lars Moller, V Suresh",13,725,625,2.0,-8484,1,0.0477,0.13,206,129992,5096,4,Rock
Gary Clark Jr.,45,376,509,3.0,-4995,0,0.0357,115,259,119.47,210887.0,4,Pop
"Hariharan, Milind, Santosh, Pratima",37,585,539,9.0,-10052,0,0.0335,319,709,95085,6.80795,4,Metal
Declan J Donovan,57,552,356,10.0,-7608,1,27,173,196,109763,3.8694,4,Rock
Hank Mizell,40,613,775,4.0,-9302,1,0.0562,112,0.86,169198,166227.0,4,Bollywood
Leon Bridges,67,721,485,5.0,-11213,0,0.0681,107,614,150027,188617.0,4,Blues
Mark Sherman,43,448,275,8.0,-17203,1,0.0348,141,119,119.37,7.123866667,4,Acoustic/Folk
Gang Starr,66,875,745,1.0,-5878,1,269,287,749,95201,217440.0,4,Alt_Music
Hollow,36,314,634,6.0,-8104,0,0.0654,0.0733,164,145032,248276.0,4,Bollywood
The Black Crowes,70,599,0.79,4.0,-3.58,1,43,312,961,103783,188067.0,4,Bollywood
Backstreet Boys,43,364,157,5.0,-14.76,0,0.0314,145,237,77561,4.067333333,4,Country
The Rezillos,39,417,586,2.0,-12217,1,0.04,0.0957,966,183704,175640.0,4,Blues
Sufjan Stevens,49,99,149,,-15156,1,0.0372,156,0.0392,89852,130877.0,3,Blues
Wardruna,45,382,464,7.0,-8745,1,0.0358,227,0.0462,130048,616080.0,1,Instrumental
Oasis,58,335,776,9.0,-5.32,0,0.0325,369,219,90.59,276867.0,4,Blues
St. Vincent,59,677,826,9.0,-6.8,1,368,571,498,124821,183880.0,4,Blues
Cool Dry Place,42,412,348,4.0,-10229,1,29,103,427,137469,5.009783333,4,Rock
The Clash,73,651,801,,-7.34,1,0.0514,0.0825,776,133769,200480.0,4,Blues
Norberg,59,547,0.0608,2.0,-19962,1,0.0317,0.0952,132,105068,2.803166667,4,Acoustic/Folk
Fenne Lily,37,554,911,8.0,-6282,1,0.0292,0.0668,968,157621,194973.0,4,Country
BRONCHO,51,576,0.97,6.0,-5143,1,0.0507,262,965,158111,212236.0,4,Indie
Trippie Redd,61,0.59,838,6.0,-4896,0,0.0425,115,572,118056,189153.0,4,Bollywood
Reigning Sound,15,195,0.91,2.0,-1662,1,0.0411,165,427,147587,177200.0,4,Pop
Premiata Forneria Marconi,35,375,206,2.0,-18468,0,0.0372,158,205,134.45,463827.0,3,Bollywood
Selwyn Birchwood,41,562,912,5.0,-3838,0,61,317,717,94989,248252.0,4,Pop
George Jones,,636,479,2.0,-11555,1,0.0812,408,935,159433,2.488883333,4,HipHop
Press to MECO,32,371,945,8.0,-3422,1,0.0932,0.0528,418,168259,241440.0,4,Instrumental
Tune-Yards,43,821,606,5.0,-9253,0,0.06,378,579,110.48,183462.0,4,Blues
Gene Vincent & His Blue Caps,45,607,561,9.0,-10099,1,0.0425,298,841,127638,157207.0,3,Bollywood
Celeste,61,611,834,11.0,-4528,0,0.0299,232,643,109997,219440.0,4,Country
Damu The Fudgemunk,47,437,687,6.0,-9171,1,189,205,371,106041,334375.0,4,Alt_Music
Full Trunk,35,0.71,821,11.0,-5963,0,106,0.21,331,95029,189569.0,4,Bollywood
Pit Pony,25,117,916,1.0,-3281,1,0.0723,219,423,151886,270205.0,4,Blues
Luke Smith,37,764,384,7.0,-12593,0,169,653,765,74988,322000.0,4,Indie
"Antonín Dvořák, Rudolf Kempe, Munich Philharmonic Orchestra",22,0.13,0.0941,4.0,-21.2,1,0.0402,483,107,86911,4.51445,4,Acoustic/Folk
The Tallest Man On Earth,37,275,524,7.0,-8656,1,0.0339,0.0974,291,106094,311613.0,3,Indie
Beach Bunny,63,667,901,8.0,-4221,1,0.0514,0.0825,714,150015,215402.0,4,Blues
"Mahendra Kapoor, Manhar Udhas",20,444,321,,-13542,1,0.0632,0.0993,348,85654,2.893783333,4,Metal
